shop_id,shop_name,region_code,product_id,product_name,score,rating,variant,template_index,template_name,content,source_key
"3","兰州拉面","D6","59","兰州牛肉面/Traditional beef noodle soup","10","夯爆了","2","1","第一口印象","[示例评价] 第一口先尝到牛肉、面条、汤的味道，层次很清楚；兰州牛肉面/Traditional beef noodle soup适合趁热吃，香气会更完整。","b4f57d409748bc8092907759"
"3","兰州拉面","D6","549","Tomato and Egg Noodles","10","夯爆了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡蛋、番茄、面条的回味，Tomato and Egg Noodles不是只靠第一口取胜，后段味道也有记忆点。","4efcc8da8a8c19b6f25bad4e"
"3","兰州拉面","D6","549","Tomato and Egg Noodles","7","NPC","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Tomato and Egg Noodles：鸡蛋、番茄、面条让味道有内容，分量和满足感也比较适合日常解决一餐。","02008f23706e4ffdaf45479a"
"3","兰州拉面","D6","550","Lanzhou Vegetable Noodles","7","NPC","1","10","复购判断","[示例评价] 这道Lanzhou Vegetable Noodles的优点是面条各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","5de81d18996d72f9c851a7e4"
"3","兰州拉面","D6","550","Lanzhou Vegetable Noodles","10","夯爆了","2","1","第一口印象","[示例评价] 第一口先尝到面条的味道，层次很清楚；Lanzhou Vegetable Noodles适合趁热吃，香气会更完整。","8dbf6753557be650c0a5f89b"
"3","兰州拉面","D6","551","Xinjiang Chicken Noodles","8","人上人","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、面条的回味，Xinjiang Chicken Noodles不是只靠第一口取胜，后段味道也有记忆点。","53e288a034cef259c5d2dd81"
"3","兰州拉面","D6","551","Xinjiang Chicken Noodles","10","夯爆了","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Xinjiang Chicken Noodles：鸡肉、面条让味道有内容，分量和满足感也比较适合日常解决一餐。","4aba5d28b248bcaaf24c8731"
"3","兰州拉面","D6","552","Cumin Meat Noodles","6","拉完了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点面条的回味，Cumin Meat Noodles不是只靠第一口取胜，后段味道也有记忆点。","dcea66e078471377a8e91c4a"
"3","兰州拉面","D6","552","Cumin Meat Noodles","9","顶级","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Cumin Meat Noodles：面条让味道有内容，分量和满足感也比较适合日常解决一餐。","75450824fd1fc88abe5faeb5"
"4","大树下Chinese Cusine","D6","60","Guobao meat","10","夯爆了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点整体风味的回味，Guobao meat不是只靠第一口取胜，后段味道也有记忆点。","1ad48044375830b187336833"
"4","大树下Chinese Cusine","D6","60","Guobao meat","9","顶级","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Guobao meat：整体风味让味道有内容，分量和满足感也比较适合日常解决一餐。","86419a6bed518f9eb488eb4e"
"4","大树下Chinese Cusine","D6","61","Chicken popcorn","7","NPC","1","10","复购判断","[示例评价] 这道Chicken popcorn的优点是鸡肉、玉米各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","5c9956807e9aea5881178847"
"4","大树下Chinese Cusine","D6","61","Chicken popcorn","10","夯爆了","2","1","第一口印象","[示例评价] 第一口先尝到鸡肉、玉米的味道，层次很清楚；Chicken popcorn适合趁热吃，香气会更完整。","c6cfea406df9bbc7051ab953"
"4","大树下Chinese Cusine","D6","63","Honey Chicken Tenders","6","拉完了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉的回味，Honey Chicken Tenders不是只靠第一口取胜，后段味道也有记忆点。","0adc108d05d24f33b4f72baa"
"4","大树下Chinese Cusine","D6","63","Honey Chicken Tenders","6","拉完了","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Honey Chicken Tenders：鸡肉让味道有内容，分量和满足感也比较适合日常解决一餐。","6ec65cfb40c9771be8358fe2"
"4","大树下Chinese Cusine","D6","64","Spicy and sour shredded potatoes","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢土豆、辣味，这道Spicy and sour shredded potatoes值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","f79d02097f1c9900b8a3704f"
"4","大树下Chinese Cusine","D6","64","Spicy and sour shredded potatoes","8","人上人","2","9","场景感受","[示例评价] 一个人吃Spicy and sour shredded potatoes很顺手，和朋友分着吃也不会无聊；土豆、辣味的味道够明确，聊天间隙也能吃出滋味。","48f8608d610f509dfcd7afc2"
"4","大树下Chinese Cusine","D6","65","Typhoon Shelter Fried Chicken","7","NPC","1","5","食材搭配","[示例评价] 从鸡肉、酥脆口感的搭配看，食材之间没有互相抢味，Typhoon Shelter Fried Chicken吃起来有自己的重点，配一杯清饮会更舒服。","a198780dc93ba2b7ef461921"
"4","大树下Chinese Cusine","D6","65","Typhoon Shelter Fried Chicken","6","拉完了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、酥脆口感的回味，Typhoon Shelter Fried Chicken不是只靠第一口取胜，后段味道也有记忆点。","6cb6501ed7be172047270862"
"5","momoyo","D6","208","Vanilla","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Vanilla：甜味让味道有内容，分量和满足感也比较适合日常解决一餐。","5e3108a25e6d361969957717"
"5","momoyo","D6","208","Vanilla","9","顶级","2","8","口味建议","[示例评价] 如果平时喜欢甜味，这道Vanilla值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","f6dc2c9f1bbb840424e4b2f1"
"5","momoyo","D6","209","Choco","8","人上人","1","8","口味建议","[示例评价] 如果平时喜欢甜味，这道Choco值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","8087f1216b31ea44d7adb11b"
"5","momoyo","D6","209","Choco","7","NPC","2","9","场景感受","[示例评价] 一个人吃Choco很顺手，和朋友分着吃也不会无聊；甜味的味道够明确，聊天间隙也能吃出滋味。","8b36685fa547d1aab085e1d9"
"5","momoyo","D6","210","DINO","9","顶级","1","4","香气表现","[示例评价] 端上来时甜味的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","7363dd0d6293e7cdae5c5c5d"
"5","momoyo","D6","210","DINO","8","人上人","2","5","食材搭配","[示例评价] 从甜味的搭配看，食材之间没有互相抢味，DINO吃起来有自己的重点，配一杯清饮会更舒服。","ff2263ac818878712db7233e"
"5","momoyo","D6","211","Brown Sugar Boba Sundae","8","人上人","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点整体风味的回味，Brown Sugar Boba Sundae不是只靠第一口取胜，后段味道也有记忆点。","2ab535abf267512a0f60ea03"
"5","momoyo","D6","211","Brown Sugar Boba Sundae","9","顶级","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Brown Sugar Boba Sundae：整体风味让味道有内容，分量和满足感也比较适合日常解决一餐。","08588114e18b13de78f14b59"
"5","momoyo","D6","212","Oreo Sundae","7","NPC","1","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Oreo Sundae值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","e486815b132da5397889df26"
"5","momoyo","D6","212","Oreo Sundae","10","夯爆了","2","9","场景感受","[示例评价] 一个人吃Oreo Sundae很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","36f44259c66627ab12752c94"
"6","Thaitora","D6","199","Waffles (Choose any two flavors: chocolate /peanut/butter/ kaya/strawberry jam/blueberry jam)","6","拉完了","1","8","口味建议","[示例评价] 如果平时喜欢草莓、甜味，这道Waffles (Choose any two flavors: chocolate /peanut/butter/ kaya/strawberry jam/blueberry jam)值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","f342b3651992c32ca968d7e1"
"6","Thaitora","D6","199","Waffles (Choose any two flavors: chocolate /peanut/butter/ kaya/strawberry jam/blueberry jam)","8","人上人","2","9","场景感受","[示例评价] 一个人吃Waffles (Choose any two flavors: chocolate /peanut/butter/ kaya/strawberry jam/blueberry jam)很顺手，和朋友分着吃也不会无聊；草莓、甜味的味道够明确，聊天间隙也能吃出滋味。","976b4e59d7093da4f3454f12"
"6","Thaitora","D6","200","Set meal drinks","9","顶级","1","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Set meal drinks值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","3b6d75486b332f5f929d150d"
"6","Thaitora","D6","200","Set meal drinks","9","顶级","2","9","场景感受","[示例评价] 一个人吃Set meal drinks很顺手，和朋友分着吃也不会无聊；整体风味的味道够明确，聊天间隙也能吃出滋味。","60b7f6bdbce94ae2d359d9eb"
"6","Thaitora","D6","201","Thai meatball rice","8","人上人","1","4","香气表现","[示例评价] 端上来时鸡蛋、米饭的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","ba516530cdca674d6eb5e42a"
"6","Thaitora","D6","201","Thai meatball rice","7","NPC","2","5","食材搭配","[示例评价] 从鸡蛋、米饭的搭配看，食材之间没有互相抢味，Thai meatball rice吃起来有自己的重点，配一杯清饮会更舒服。","87e5a213ba7aa9dc3b79fb57"
"6","Thaitora","D6","202","Thai Super Rice Noodles (Chicken)","6","拉完了","1","9","场景感受","[示例评价] 一个人吃Thai Super Rice Noodles (Chicken)很顺手，和朋友分着吃也不会无聊；鸡肉、面条、米饭的味道够明确，聊天间隙也能吃出滋味。","3ee66a92b2b701705b6882d9"
"6","Thaitora","D6","202","Thai Super Rice Noodles (Chicken)","8","人上人","2","10","复购判断","[示例评价] 这道Thai Super Rice Noodles (Chicken)的优点是鸡肉、面条、米饭各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","cefefd337e54832b2deee845"
"6","Thaitora","D6","203","Thai fried egg rice","9","顶级","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡蛋、米饭、酥脆口感的回味，Thai fried egg rice不是只靠第一口取胜，后段味道也有记忆点。","3c59dafa53067361982579dd"
"6","Thaitora","D6","203","Thai fried egg rice","9","顶级","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Thai fried egg rice：鸡蛋、米饭、酥脆口感让味道有内容，分量和满足感也比较适合日常解决一餐。","3c4daf163b062dbfa0b968b0"
"7","Boyaxuan Restaurant","other","87","Rice","10","夯爆了","1","10","复购判断","[示例评价] 这道Rice的优点是米饭各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","8c93714a3b35f21b127b8879"
"7","Boyaxuan Restaurant","other","87","Rice","10","夯爆了","2","1","第一口印象","[示例评价] 第一口先尝到米饭的味道，层次很清楚；Rice适合趁热吃，香气会更完整。","ad39056717dff5526580ad9f"
"7","Boyaxuan Restaurant","other","88","Crispy Fried Peanuts","10","夯爆了","1","5","食材搭配","[示例评价] 从酥脆口感的搭配看，食材之间没有互相抢味，Crispy Fried Peanuts吃起来有自己的重点，配一杯清饮会更舒服。","6341dba84e4fe077a8b7e985"
"7","Boyaxuan Restaurant","other","88","Crispy Fried Peanuts","9","顶级","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点酥脆口感的回味，Crispy Fried Peanuts不是只靠第一口取胜，后段味道也有记忆点。","2f891c3ae4229bf8992e8a2e"
"7","Boyaxuan Restaurant","other","89","Winter Melon Pastry & Seafood Roll","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Winter Melon Pastry & Seafood Roll：整体风味让味道有内容，分量和满足感也比较适合日常解决一餐。","0d2d02673bd55e50c2b6937e"
"7","Boyaxuan Restaurant","other","89","Winter Melon Pastry & Seafood Roll","7","NPC","2","8","口味建议","[示例评价] 如果平时喜欢整体风味，这道Winter Melon Pastry & Seafood Roll值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","13333128ed98b66c98f0c4dd"
"7","Boyaxuan Restaurant","other","90","Spicy Mala Sausage","6","拉完了","1","1","第一口印象","[示例评价] 第一口先尝到辣味的味道，层次很清楚；Spicy Mala Sausage适合趁热吃，香气会更完整。","e11cd2c519f067ce67ced592"
"7","Boyaxuan Restaurant","other","90","Spicy Mala Sausage","6","拉完了","2","2","风味平衡","[示例评价] Spicy Mala Sausage把辣味的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","3b97ce5a7f3199ec0ed613b2"
"7","Boyaxuan Restaurant","other","91","Cantonese Sausage","9","顶级","1","4","香气表现","[示例评价] 端上来时整体风味的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","9c8633b46cb7b0e8c1e901a9"
"7","Boyaxuan Restaurant","other","91","Cantonese Sausage","7","NPC","2","5","食材搭配","[示例评价] 从整体风味的搭配看，食材之间没有互相抢味，Cantonese Sausage吃起来有自己的重点，配一杯清饮会更舒服。","118c39e8e8b1768031b5beb0"
"8","Restea","B1","324","Island Tuna","7","NPC","1","4","香气表现","[示例评价] 端上来时鱼肉、披萨的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","b7ac26574c516b262ac53cc6"
"8","Restea","B1","324","Island Tuna","9","顶级","2","5","食材搭配","[示例评价] 从鱼肉、披萨的搭配看，食材之间没有互相抢味，Island Tuna吃起来有自己的重点，配一杯清饮会更舒服。","a04a5e22936c75a9836623df"
"8","Restea","B1","325","Alwaha Chicken","6","拉完了","1","9","场景感受","[示例评价] 一个人吃Alwaha Chicken很顺手，和朋友分着吃也不会无聊；鸡肉、披萨的味道够明确，聊天间隙也能吃出滋味。","b92347720c418a8c009d886f"
"8","Restea","B1","325","Alwaha Chicken","10","夯爆了","2","10","复购判断","[示例评价] 这道Alwaha Chicken的优点是鸡肉、披萨各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","86746eb95888da98afc89b9f"
"8","Restea","B1","326","Restea Chicken Pizza","10","夯爆了","1","5","食材搭配","[示例评价] 从鸡肉、茶、披萨的搭配看，食材之间没有互相抢味，Restea Chicken Pizza吃起来有自己的重点，配一杯清饮会更舒服。","2c0763e1c8893c93758dadd0"
"8","Restea","B1","326","Restea Chicken Pizza","6","拉完了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、茶、披萨的回味，Restea Chicken Pizza不是只靠第一口取胜，后段味道也有记忆点。","35b611fa6df13b4cd569197d"
"8","Restea","B1","327","Restea Beef Pizza","8","人上人","1","9","场景感受","[示例评价] 一个人吃Restea Beef Pizza很顺手，和朋友分着吃也不会无聊；牛肉、茶、披萨的味道够明确，聊天间隙也能吃出滋味。","326bf43ec998c59cfa4557d3"
"8","Restea","B1","327","Restea Beef Pizza","7","NPC","2","10","复购判断","[示例评价] 这道Restea Beef Pizza的优点是牛肉、茶、披萨各有分工，吃完不会觉得味道散；如果这次合口味，下次还会想再点。","5c399a0eaa0fa367d6c307aa"
"8","Restea","B1","328","Beef Pepperoni","9","顶级","1","5","食材搭配","[示例评价] 从牛肉、披萨、辣味的搭配看，食材之间没有互相抢味，Beef Pepperoni吃起来有自己的重点，配一杯清饮会更舒服。","d67d9706714c7a14ec099aa2"
"8","Restea","B1","328","Beef Pepperoni","10","夯爆了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点牛肉、披萨、辣味的回味，Beef Pepperoni不是只靠第一口取胜，后段味道也有记忆点。","456d1206de8262d361b108c6"
"9","Zuscoffee","other","446","Classic Donut","7","NPC","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Classic Donut：米饭、甜味让味道有内容，分量和满足感也比较适合日常解决一餐。","856567b3429052df31b87eb3"
"9","Zuscoffee","other","446","Classic Donut","6","拉完了","2","8","口味建议","[示例评价] 如果平时喜欢米饭、甜味，这道Classic Donut值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","15e9091d412905fb1a31f836"
"9","Zuscoffee","other","447","Butter Croissant","8","人上人","1","1","第一口印象","[示例评价] 第一口先尝到整体风味的味道，层次很清楚；Butter Croissant适合趁热吃，香气会更完整。","db309100125f30b5f8a0c509"
"9","Zuscoffee","other","447","Butter Croissant","8","人上人","2","2","风味平衡","[示例评价] Butter Croissant把整体风味的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","883a2b3fdfdd8e1202e76518"
"9","Zuscoffee","other","448","Mushroom Melt Sandwich","7","NPC","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点蘑菇的回味，Mushroom Melt Sandwich不是只靠第一口取胜，后段味道也有记忆点。","32d645dfec14ee3d9c78de8d"
"9","Zuscoffee","other","448","Mushroom Melt Sandwich","7","NPC","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Mushroom Melt Sandwich：蘑菇让味道有内容，分量和满足感也比较适合日常解决一餐。","14d5295a1e068d49192b3f67"
"9","Zuscoffee","other","449","Chicken Slice & Cheese Croissant","6","拉完了","1","7","日常满足","[示例评价] 想吃得踏实的时候可以点Chicken Slice & Cheese Croissant：鸡肉让味道有内容，分量和满足感也比较适合日常解决一餐。","6752eacac0d079215706a439"
"9","Zuscoffee","other","449","Chicken Slice & Cheese Croissant","9","顶级","2","8","口味建议","[示例评价] 如果平时喜欢鸡肉，这道Chicken Slice & Cheese Croissant值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","750fed9089a7bc48aa42810c"
"9","Zuscoffee","other","450","Big Brekkie Croissant","7","NPC","1","4","香气表现","[示例评价] 端上来时整体风味的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","53bab52d21ef6c4d2114c203"
"9","Zuscoffee","other","450","Big Brekkie Croissant","7","NPC","2","5","食材搭配","[示例评价] 从整体风味的搭配看，食材之间没有互相抢味，Big Brekkie Croissant吃起来有自己的重点，配一杯清饮会更舒服。","9d6ddbaa5fe2462d0ad42b6a"
"10","蜀之味ShuZhiWei","D6","474","Beef","10","夯爆了","1","8","口味建议","[示例评价] 如果平时喜欢牛肉，这道Beef值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","62ecab2c3a81972a683b0ffa"
"10","蜀之味ShuZhiWei","D6","474","Beef","10","夯爆了","2","9","场景感受","[示例评价] 一个人吃Beef很顺手，和朋友分着吃也不会无聊；牛肉的味道够明确，聊天间隙也能吃出滋味。","a01777655e9d31473aec733a"
"10","蜀之味ShuZhiWei","D6","475","Pork Intestine","10","夯爆了","1","2","风味平衡","[示例评价] Pork Intestine把猪肉的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","3edb41206297edb1eb0f4d6c"
"10","蜀之味ShuZhiWei","D6","475","Pork Intestine","10","夯爆了","2","3","口感变化","[示例评价] 这道Pork Intestine有意思的地方在口感变化：猪肉带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","10f299d2723ef35c6e82019d"
"10","蜀之味ShuZhiWei","D6","476","Spare Ribs","7","NPC","1","2","风味平衡","[示例评价] Spare Ribs把整体风味的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","57da7e7066770f443d1de2a4"
"10","蜀之味ShuZhiWei","D6","476","Spare Ribs","8","人上人","2","3","口感变化","[示例评价] 这道Spare Ribs有意思的地方在口感变化：整体风味带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","f38e2c51bd734221119837f7"
"10","蜀之味ShuZhiWei","D6","477","Rice","8","人上人","1","1","第一口印象","[示例评价] 第一口先尝到米饭的味道，层次很清楚；Rice适合趁热吃，香气会更完整。","83d23d40edd199b22fe90902"
"10","蜀之味ShuZhiWei","D6","477","Rice","8","人上人","2","2","风味平衡","[示例评价] Rice把米饭的味道收得比较平衡，不会只剩单一的咸或甜；喜欢清爽口味的话可以少加酱汁。","ad6744db22fa23f088ac646a"
"10","蜀之味ShuZhiWei","D6","478","Fried Egg","10","夯爆了","1","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡蛋、酥脆口感的回味，Fried Egg不是只靠第一口取胜，后段味道也有记忆点。","8646ea957f12b7ffd478a38e"
"10","蜀之味ShuZhiWei","D6","478","Fried Egg","9","顶级","2","7","日常满足","[示例评价] 想吃得踏实的时候可以点Fried Egg：鸡蛋、酥脆口感让味道有内容，分量和满足感也比较适合日常解决一餐。","59559538cd4b34a99e622ae7"
"11","海南鸡饭Hainan Chicken Rice","D6","525","Roasted Chicken Rice","7","NPC","1","5","食材搭配","[示例评价] 从鸡肉、米饭、烤制香气的搭配看，食材之间没有互相抢味，Roasted Chicken Rice吃起来有自己的重点，配一杯清饮会更舒服。","3b2e93c8d4f3c3e816a25eed"
"11","海南鸡饭Hainan Chicken Rice","D6","525","Roasted Chicken Rice","6","拉完了","2","6","收尾回味","[示例评价] 咽下去以后还能留住一点鸡肉、米饭、烤制香气的回味，Roasted Chicken Rice不是只靠第一口取胜，后段味道也有记忆点。","b51dbd2c03cf0e1a4d01a1fa"
"11","海南鸡饭Hainan Chicken Rice","D6","526","Steam Chicken Rice","8","人上人","1","4","香气表现","[示例评价] 端上来时鸡肉、米饭、茶的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","d68334c93172193315f7ada4"
"11","海南鸡饭Hainan Chicken Rice","D6","526","Steam Chicken Rice","9","顶级","2","5","食材搭配","[示例评价] 从鸡肉、米饭、茶的搭配看，食材之间没有互相抢味，Steam Chicken Rice吃起来有自己的重点，配一杯清饮会更舒服。","dcd86a63f6bcf704b88714ab"
"11","海南鸡饭Hainan Chicken Rice","D6","527","Roasted Duck Rice","7","NPC","1","8","口味建议","[示例评价] 如果平时喜欢鸭肉、米饭、烤制香气，这道Roasted Duck Rice值得试试；怕重口的话先从少辣、少酱开始，更容易吃到原本的味道。","f4eb0ae3c43321dfc905b6ee"
"11","海南鸡饭Hainan Chicken Rice","D6","527","Roasted Duck Rice","10","夯爆了","2","9","场景感受","[示例评价] 一个人吃Roasted Duck Rice很顺手，和朋友分着吃也不会无聊；鸭肉、米饭、烤制香气的味道够明确，聊天间隙也能吃出滋味。","4baecfa63e002d6815f8ac92"
"11","海南鸡饭Hainan Chicken Rice","D6","528","Roasted/Steam Chicken Drumstick Rice","10","夯爆了","1","3","口感变化","[示例评价] 这道Roasted/Steam Chicken Drumstick Rice有意思的地方在口感变化：鸡肉、米饭、茶、烤制香气带来不同的咀嚼感，慢慢吃比急着吞更能尝出细节。","3d6fa7bcb5156a5d0111abd8"
"11","海南鸡饭Hainan Chicken Rice","D6","528","Roasted/Steam Chicken Drumstick Rice","8","人上人","2","4","香气表现","[示例评价] 端上来时鸡肉、米饭、茶、烤制香气的香气很先声夺人，入口后味道也跟得上；作为一餐里的主角很合适。","d97901d3b1b1df99b361caae"
